ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
['NC_066982']	Nephotettix nigropictus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Deltocephalinae', 'Chiasmini', 'Nephotettix']	        rRNA [13688:14436](-) ['small subunit ribosomal RNA']	misc_feature [14436:15280](+) None	source [0:15280](+) None	
['NC_066983']	Nephotettix virescens	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Auchenorrhyncha', 'Membracoidea', 'Cicadellidae', 'Deltocephalinae', 'Chiasmini', 'Nephotettix']	        rRNA [13660:14406](-) ['small subunit ribosomal RNA']	misc_feature [14406:15810](+) None	source [0:15810](+) None	
['NC_066986']	Thyreophagus entomophagus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Acari', 'Acariformes', 'Sarcoptiformes', 'Astigmata', 'Acaroidea', 'Acaridae', 'Rhizoglyphinae', 'Thyreophagus']	        gene [14140:14189](+) None	tRNA [14140:14189](+) ['tRNA-Ala']	gene [11819:11873](-) None	
['NC_067049']	Amara ovata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Harpalinae', 'Zabrini', 'Amara']	        rRNA [13959:14749](-) ['12S ribosomal RNA']	D-loop [14763:15334](+) None	source [0:15334](+) None	
['NC_067050']	Diplocheila zeelandica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Licininae', 'Licinini', 'Diplocheila']	        rRNA [14061:14849](-) ['12S ribosomal RNA']	D-loop [14849:16190](+) None	source [0:16190](+) None	
['NC_067051']	Episcapha fortunii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Erotylidae', 'Erotylinae', 'Episcapha']	        gene [14002:14763](-) None	rRNA [14002:14763](-) ['12S ribosomal RNA']	gene [127:190](+) None	
['NC_067054']	Amphionides reynaudii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Amphionidacea', 'Amphionididae', 'Amphionides']	        D-loop [16555:16610](+) None	D-loop [17157:17268](+) None	source [0:17456](+) None	
['NC_066800']	Haliastur indus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Haliastur']	        gene [17018:17089](-) None	tRNA [17018:17089](-) ['tRNA-Glu']	gene [16418:16488](-) None	
['NC_018115']	Aotus azarai azarai	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Platyrrhini', 'Aotidae', 'Aotus']	        rep_origin [16327:16329](-) None	misc_feature [16335:16344](+) None	rep_origin [16114:16417](+) None	
['NC_018116']	Aotus nancymaae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Platyrrhini', 'Aotidae', 'Aotus']	        rep_origin [16207:16209](-) None	misc_feature [16215:16226](+) None	rep_origin [15992:16300](+) None	
['NC_018119']	Anoplopoma fimbria	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Anoplopomatales', 'Anoplopomatidae', 'Anoplopoma']	        tRNA [15597:15668](-) ['tRNA-Pro']	D-loop [15598:16507](+) None	source [0:16507](+) None	
['NC_008064']	Microtus rossiaemeridionalis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Arvicolinae', 'Microtus']	        tRNA [15333:15396](-) ['tRNA-Pro']	D-loop [15396:16283](+) None	source [0:16283](+) None	
['NC_008065']	Xenagama taylori	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Acrodonta', 'Agamidae', 'Agaminae', 'Xenagama']	        misc_feature [14978:16127](+) None	tRNA [16127:16194](-) ['tRNA-Pro']	tRNA [16127:16194](-) ['tRNA-Pro']	
['NC_008079']	Hynobius leechii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Hynobius', 'Hynobius']	        tRNA [15552:15626](-) ['tRNA-Pro']	D-loop [15626:16428](+) None	source [0:16428](+) None	
['NC_008077']	Batrachuperus londongensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Batrachuperus']	        tRNA [15516:15588](-) ['tRNA-Pro']	D-loop [15588:16379](+) None	source [0:16379](+) None	
['NC_008083']	Batrachuperus pinchonii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Batrachuperus']	        tRNA [15526:15598](-) ['tRNA-Pro']	D-loop [15598:16390](+) None	source [0:16390](+) None	
['NC_008078']	Liua shihi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Liua']	        tRNA [15514:15586](-) ['tRNA-Pro']	D-loop [15586:16376](+) None	source [0:16376](+) None	
['NC_008076']	Hynobius amjiensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Hynobius', 'Hynobius']	        tRNA [15525:15597](-) ['tRNA-Pro']	D-loop [15597:16401](+) None	source [0:16401](+) None	
['NC_008081']	Liua tsinpaensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Liua']	        tRNA [15514:15586](-) ['tRNA-Pro']	D-loop [15586:16380](+) None	source [0:16380](+) None	
['NC_008084']	Hynobius formosanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Hynobius', 'Poyarius']	        tRNA [15522:15594](-) ['tRNA-Pro']	D-loop [15594:16394](+) None	source [0:16394](+) None	
['NC_008082']	Salamandrella keyserlingii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Salamandrella']	        tRNA [15530:15602](-) ['tRNA-Pro']	D-loop [15602:16338](+) None	source [0:16338](+) None	
['NC_008080']	Pachyhynobius shangchengensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Pachyhynobius']	        tRNA [15522:15594](-) ['tRNA-Pro']	D-loop [15594:16394](+) None	source [0:16394](+) None	
['NC_008085']	Batrachuperus tibetanus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Batrachuperus']	        tRNA [15514:15586](-) ['tRNA-Pro']	D-loop [15586:16379](+) None	source [0:16379](+) None	
['NC_008092']	Canis lupus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Canis']	        tRNA [15394:15460](-) ['tRNA-Pro']	D-loop [15460:16729](+) None	source [0:16729](+) None	
['NC_008093']	Canis latrans	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Canis']	        tRNA [15393:15459](-) ['tRNA-Pro']	D-loop [15459:16724](+) None	source [0:16724](+) None	
['NC_008089']	Onychodactylus fischeri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Onychodactylus']	        tRNA [15595:15666](-) ['tRNA-Pro']	D-loop [15666:16456](+) None	source [0:16456](+) None	
['NC_008088']	Hynobius chinensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Hynobius', 'Hynobius']	        tRNA [15533:15605](-) ['tRNA-Pro']	D-loop [15605:16408](+) None	source [0:16408](+) None	
['NC_008091']	Paradactylodon persicus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Paradactylodon']	        tRNA [15504:15576](-) ['tRNA-Pro']	D-loop [15576:16374](+) None	source [0:16374](+) None	
['NC_008125']	Lophiomus setigerus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Lophiiformes', 'Lophiidae', 'Lophiomus']	        tRNA [15602:15671](-) ['tRNA-Pro']	D-loop [15671:>15879](+) None	source [0:15879](+) None	
['NC_008138']	Eudyptes chrysocome	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Sphenisciformes', 'Spheniscidae', 'Eudyptes']	        D-loop [15669:>16930](+) None	repeat_region [16715:16930](+) None	repeat_region [16715:16930](+) None	
['NC_008127']	Diretmus argenteus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Berycimorphaceae', 'Trachichthyiformes', 'Diretmidae', 'Diretmus']	        tRNA [15976:16046](-) ['tRNA-Pro']	D-loop [16046:>16070](+) None	source [0:16070](+) None	
['NC_008123']	Sirembo imberbis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ophidiaria', 'Ophidiiformes', 'Ophidiidae', 'Sirembo']	        tRNA [15626:15696](-) ['tRNA-Pro']	D-loop [15696:>16090](+) None	source [0:16090](+) None	
['NC_008126']	Diretmoides veriginae	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Berycimorphaceae', 'Trachichthyiformes', 'Diretmidae', 'Diretmoides']	        tRNA [16029:16099](-) ['tRNA-Pro']	D-loop [16099:>16120](+) None	source [0:16120](+) None	
['NC_008128']	Anomalops katoptron	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Berycimorphaceae', 'Trachichthyiformes', 'Anomalopidae', 'Anomalops']	        tRNA [15593:15664](-) ['tRNA-Pro']	D-loop [15664:>15980](+) None	source [0:15980](+) None	
['NC_008129']	Aptocyclus ventricosus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Cyclopteridae', 'Aptocyclus']	        tRNA [15792:15862](-) ['tRNA-Pro']	D-loop [15862:>15974](+) None	source [0:15974](+) None	
['NC_008130']	Aspasma minima	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Blenniimorphae', 'Blenniiformes', 'Gobiesocoidei', 'Gobiesocidae', 'Gobiesocinae', 'Aspasma']	        tRNA [16325:16398](+) ['tRNA-Thr']	D-loop [16398:>17487](+) None	source [0:17487](+) None	
['NC_008140']	Podiceps cristatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Podicipediformes', 'Podicipedidae', 'Podiceps']	        tRNA [15419:15489](-) ['tRNA-Glu']	D-loop [15489:>16134](+) None	source [0:16134](+) None	
['NC_008090']	Paradactylodon mustersi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Caudata', 'Cryptobranchoidea', 'Hynobiidae', 'Paradactylodon']	        tRNA [15512:15584](-) ['tRNA-Pro']	D-loop [15584:16383](+) None	source [0:16383](+) None	
['NC_008224']	Trachyrincus murrayi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Zeiogadaria', 'Gadariae', 'Gadiformes', 'Macrouroidei', 'Macrouridae', 'Trachyrincinae', 'Trachyrincus']	        tRNA [15996:16046](-) ['tRNA-Pro']	D-loop [16046:>16677](+) None	source [0:16677](+) None	
['NC_008223']	Squalogadus modificatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Zeiogadaria', 'Gadariae', 'Gadiformes', 'Macrouroidei', 'Macrouridae', 'Macrouroidinae', 'Squalogadus']	        tRNA [15938:16008](-) ['tRNA-Pro']	D-loop [16008:>16550](+) None	source [0:16550](+) None	
['NC_008225']	Ventrifossa garmani	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Zeiogadaria', 'Gadariae', 'Gadiformes', 'Macrouroidei', 'Macrouridae', 'Macrourinae', 'Ventrifossa']	        tRNA [15694:15761](-) ['tRNA-Glu']	D-loop [15761:17230](+) None	source [0:17230](+) None	
['NC_008232']	Liobagrus obesus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Amblycipitidae', 'Liobagrus']	        tRNA [15551:15621](-) ['tRNA-Pro']	D-loop [15621:16531](+) None	source [0:16531](+) None	
['NC_008233']	Campodea fragilis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Diplura', 'Rhabdura', 'Campodeoidea', 'Campodeidae', 'Campodea']	        rRNA [13685:14407](-) ['s-rRNA']	misc_feature [14407:14965](+) None	source [0:14965](+) None	
['NC_008234']	Campodea lubbocki	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Diplura', 'Rhabdura', 'Campodeoidea', 'Campodeidae', 'Campodea']	        rRNA [13613:14353](-) ['s-rRNA']	misc_feature [14353:14974](+) None	source [0:14974](+) None	
['NC_008280']	Cranoglanis bouderius	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Cranoglanididae', 'Cranoglanis']	        tRNA [15590:15661](-) ['tRNA-Pro']	misc_feature [15661:16539](+) None	source [0:16539](+) None	
['NC_002609']	Triatoma dimidiata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Cimicomorpha', 'Reduviidae', 'Triatominae', 'Triatoma']	        repeat_region [15704:16833](+) None	stem_loop [16973:17015](+) None	misc_feature [14855:15303](+) None	
['NC_008324']	Biwia zezera	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Gobioninae', 'Biwia']	        tRNA [15607:15676](-) ['tRNA-Pro']	misc_feature [15676:16599](+) None	source [0:16599](+) None	
['NC_008328']	Lacerta viridis viridis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Lacerta']	        misc_feature [16745:16763](+) None	misc_feature [16800:16820](+) None	repeat_region [15404:15684](+) None	
['NC_002616']	Sardinops melanostictus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Clupei', 'Clupeiformes', 'Clupeoidei', 'Clupeidae', 'Sardinops']	        tRNA [15611:15681](-) ['tRNA-Pro']	D-loop [15681:16881](+) None	source [0:16881](+) None	
['NC_008450']	Neofelis nebulosa	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Neofelis']	        tRNA [16205:16273](+) ['tRNA-Thr']	tRNA [16273:16340](-) ['tRNA-Pro']	tRNA [897:967](+) ['tRNA-Phe']	
['NC_008448']	Galaxiella nigrostriata	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Galaxiidae', 'Galaxiella']	        misc_feature [17540:17870](+) None	misc_feature [17876:18743](+) None	tRNA [7221:7289](+) ['tRNA-Phe']	
['NC_008461']	Verasper moseri	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Carangaria', 'Pleuronectiformes', 'Pleuronectoidei', 'Pleuronectidae', 'Verasper']	        misc_feature [16479:16509](+) None	repeat_region [16543:17353](+) None	misc_feature [15739:15781](+) None	
['NC_002619']	Pteropus scapulatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Megachiroptera', 'Pteropodidae', 'Pteropodinae', 'Pteropus']	        tRNA [15388:15455](-) ['tRNA-Pro']	D-loop [15455:16741](+) None	source [0:16741](+) None	
['NC_002626']	Chalinolobus tuberculatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Chalinolobus']	        tRNA [15359:15426](-) ['tRNA-Pro']	D-loop [15426:16818](+) None	source [0:16818](+) None	
['NC_008491']	Muntiacus reevesi micrurus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Cervidae', 'Muntiacinae', 'Muntiacus']	        tRNA [15368:15436](-) ['tRNA-Pro']	D-loop [15436:16353](+) None	source [0:16353](+) None	
['NC_008540']	Apus apus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Apodiformes', 'Apodidae', 'Apodinae', 'Apus']	        tRNA [15496:15567](-) ['tRNA-Glu']	misc_feature [15567:17037](+) None	source [0:17037](+) None	
['NC_008662']	Gobio gobio	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Gobioninae', 'Gobio']	        tRNA [15611:15681](-) ['tRNA-Pro']	misc_feature [15681:16607](+) None	source [0:16607](+) None	
['NC_008648']	Tinca tinca	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Tincidae', 'Tinca']	        tRNA [15605:15675](-) ['tRNA-Pro']	misc_feature [15675:16612](+) None	source [0:16612](+) None	
['NC_008652']	Opsariichthys uncirostris	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Xenocyprididae', 'Opsariichthyinae', 'Opsariichthys']	        tRNA [15617:15687](-) ['tRNA-Pro']	misc_feature [15687:16613](+) None	source [0:16613](+) None	
['NC_008654']	Barbus barbus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Barbinae', 'Barbus']	        tRNA [15594:15664](-) ['tRNA-Pro']	misc_feature [15664:16600](+) None	source [0:16600](+) None	
['NC_008659']	Alburnus alburnus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Leuciscidae', 'Leuciscinae', 'Alburnus']	        tRNA [15604:15674](-) ['tRNA-Pro']	misc_feature [15674:16605](+) None	source [0:16605](+) None	
['NC_008676']	Hypentelium nigricans	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Catostomoidei', 'Catostomidae', 'Hypentelium']	        tRNA [15599:15670](-) ['tRNA-Pro']	misc_feature [15670:16625](+) None	source [0:16625](+) None	
['NC_008661']	Gymnocypris przewalskii	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Cyprinidae', 'Schizopygopsinae', 'Gymnocypris']	        tRNA [15673:15743](-) ['tRNA-Pro']	misc_feature [15743:16682](+) None	source [0:16682](+) None	
['NC_008668']	Acheilognathus typus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Acheilognathidae', 'Acheilognathus']	        tRNA [15583:15653](-) ['tRNA-Pro']	misc_feature [15653:16778](+) None	source [0:16778](+) None	
['NC_008665']	Pseudorasbora pumila	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Gobionidae', 'Sarcocheilichthyinae', 'Pseudorasbora']	        tRNA [15602:15672](-) ['tRNA-Pro']	misc_feature [15672:16601](+) None	source [0:16601](+) None	
